id_transaction,date_transaction,id_fournisseur,id_categorie,id_centre_cout,id_acheteur,id_contrat,montant_ht,devise,statut_validation,delai_traitement_jours,flag_maverick
TR-0014099,2024-04-19,FRN-089,CAT-007,CC-009,ACH-023,,3637.06,EUR,Validé,12,True
TR-0014100,2024-04-21,FRN-092,CAT-012,CC-003,ACH-011,CTR-039,1246.46,EUR,Validé,2,False
TR-0014101,2024-05-01,FRN-066,CAT-005,CC-011,ACH-023,,4338.98,EUR,Validé,4,False
TR-0014102,2024-11-20,FRN-100,CAT-015,CC-005,ACH-003,,414.31,EUR,Validé,8,True
TR-0014103,2024-12-19,FRN-193,CAT-037,C-001,ACH-001,,552.85,EUR,Validé,4,False
TR-0014104,2024-03-26,FRN-180,CAT-030,CC-002,ACH-007,,3906.24,EUR,Validé,14,True
TR-0014105,2024-02-20,FRN-192,CAT-036,CC-020,ACH-040,CTR-070,171.46,EUR,Validé,1,False
TR-0014106,2024-05-07,FRN-114,CAT-015,CC-007,ACH-007,,315.35,EUR,Validé,15,True
TR-0014107,2024-05-10,FRN-193,CAT-036,CC-002,ACH-011,,220.51,EUR,Validé,1,False
TR-0014108,2024-05-12,FRN-091,CAT-014,CC-002,ACH-005,CTR-039,536.33,EUR,Validé,7,False
TR-0014109,2024-07-09,FRN-151,CAT-024,CC-004,ACH-014,,4689.96,EUR,Validé,5,False
TR-0014110,2024-11-03,FRN-017,CAT-002,C-001,ACH-016,CTR-008,23155.69,EUR,Validé,3,False
TR-0014111,2024-09-08,FRN-066,CAT-005,CC-013,ACH-025,,4629.83,EUR,Validé,3,False
TR-0014112,2024-12-11,FRN-111,CAT-011,CC-012,ACH-018,,1726.98,EUR,Validé,18,True
TR-0014113,2024-09-21,FRN-061,CAT-006,C-001,ACH-012,CTR-024,13192.91,EUR,Validé,6,False
TR-0014114,2024-03-07,FRN-118,CAT-020,CC-015,ACH-025,CTR-049,884.54,EUR,En attente,2,False
TR-0014115,2024-01-20,FRN-022,CAT-001,CC-009,ACH-021,,50041.37,EUR,Validé,5,False
TR-0014116,2024-06-21,FRN-002,CAT-003,CC-003,ACH-007,CTR-002,22867.27,EUR,Validé,8,False
TR-0014117,2024-06-22,FRN-111,CAT-015,CC-012,ACH-024,,592.77,EUR,Validé,13,True
TR-0014118,2024-05-19,FRN-104,CAT-014,CC-013,ACH-026,,523.63,EUR,Validé,11,True
TR-0014119,2024-09-24,FRN-004,CAT-002,CC-019,ACH-040,CTR-005,8941.16,EUR,Validé,6,False
TR-0014120,2024-12-26,FRN-061,CAT-009,CC-010,ACH-023,CTR-024,5904.73,EUR,Validé,6,False
TR-0014121,2024-06-05,FRN-171,CAT-029,CC-009,ACH-021,,8227.46,EUR,Validé,6,False
TR-0014122,2024-01-26,FRN-185,CAT-032,CC-007,ACH-013,,10561.22,EUR,Validé,6,False
TR-0014123,2024-09-07,FRN-106,CAT-011,CC-018,ACH-031,,1181.22,EUR,Validé,11,True
TR-0014124,2024-07-02,FRN-187,CAT-034,CC-003,ACH-015,CTR-066,10177.79,EUR,Validé,10,False
TR-0014125,2024-03-26,FRN-143,CAT-022,CC-003,ACH-012,CTR-055,13003.4,EUR,Validé,6,False
TR-0014126,2024-02-26,FRN-106,CAT-014,CC-007,ACH-015,,168.04,EUR,Validé,17,True
TR-0014127,2024-12-16,FRN-163,CAT-031,C-001,ACH-014,CTR-061,1854.45,EUR,Validé,5,False
TR-0014128,2024-11-03,FRN-114,CAT-014,CC-011,ACH-020,,1731.87,EUR,Validé,13,True
TR-0014129,2024-01-11,FRN-096,CAT-011,CC-007,ACH-004,CTR-037,1104.29,EUR,Validé,3,False
TR-0014130,2024-03-20,FRN-126,CAT-021,CC-016,ACH-033,,5268.21,EUR,Validé,6,False
TR-0014131,2024-03-06,FRN-110,CAT-015,CC-014,ACH-026,,848.28,EUR,Validé,11,True
TR-0014132,2024-11-16,FRN-142,CAT-025,CC-005,ACH-006,CTR-058,4740.35,EUR,Validé,6,False
TR-0014133,2024-08-28,FRN-184,CAT-032,CC-005,ACH-011,CTR-068,28298.48,EUR,Validé,7,False
TR-0014134,2024-01-03,FRN-079,CAT-008,CC-004,ACH-012,CTR-027,6358.85,EUR,Validé,6,False
TR-0014135,2024-04-19,FRN-071,CAT-007,C-001,ACH-013,CTR-020,2829.02,EUR,Validé,7,False
TR-0014136,2024-07-17,FRN-145,CAT-024,C-001,ACH-005,,2198.95,EUR,Validé,3,False
TR-0014137,2024-10-19,FRN-174,CAT-029,CC-004,ACH-012,,1541.2,EUR,Validé,10,True
TR-0014138,2024-03-15,FRN-097,CAT-012,CC-004,ACH-006,CTR-038,392.72,EUR,Validé,1,False
TR-0014139,2024-07-06,FRN-165,CAT-028,CC-012,ACH-021,CTR-062,4047.73,EUR,Validé,3,False
TR-0014140,2024-01-01,FRN-104,CAT-011,CC-019,ACH-038,,311.56,EUR,Validé,8,True
TR-0014141,2024-06-28,FRN-072,CAT-007,CC-016,ACH-035,,5912.38,EUR,Validé,3,False
TR-0014142,2024-03-19,FRN-051,CAT-001,CC-012,ACH-019,,11548.18,EUR,Validé,11,True
TR-0014143,2024-09-03,FRN-100,CAT-012,CC-006,ACH-007,,433.73,EUR,Validé,22,True
TR-0014144,2024-03-03,FRN-070,CAT-006,CC-007,ACH-016,CTR-022,5412.7,EUR,Validé,5,False
TR-0014145,2024-10-25,FRN-185,CAT-032,CC-011,ACH-024,CTR-069,7216.94,EUR,Validé,7,False
TR-0014146,2024-12-23,FRN-009,CAT-004,CC-002,ACH-011,,80000.0,EUR,Validé,7,False
TR-0014147,2024-08-14,FRN-194,CAT-037,CC-009,ACH-021,CTR-070,970.17,EUR,En attente,7,False
TR-0014148,2024-02-13,FRN-109,CAT-011,CC-002,ACH-002,,1381.32,EUR,Validé,15,True
TR-0014149,2024-04-28,FRN-093,CAT-011,CC-017,ACH-033,,520.02,EUR,Validé,10,False
TR-0014150,2024-09-13,FRN-125,CAT-020,CC-016,ACH-033,,1574.98,EUR,Validé,2,False
TR-0014151,2024-11-19,FRN-026,CAT-002,CC-009,ACH-023,,31365.95,EUR,Validé,4,False
TR-0014152,2024-07-22,FRN-078,CAT-005,CC-008,ACH-001,CTR-020,2182.68,EUR,Validé,7,False
TR-0014153,2024-10-15,FRN-005,CAT-002,CC-020,ACH-040,CTR-018,68958.36,EUR,Validé,3,False
TR-0014154,2024-05-02,FRN-169,CAT-027,CC-013,ACH-029,,2837.96,EUR,Validé,6,False
TR-0014155,2024-02-27,FRN-001,CAT-001,CC-002,ACH-007,CTR-001,9890.4,EUR,Validé,8,False
TR-0014156,2024-07-11,FRN-013,CAT-002,CC-015,ACH-028,CTR-017,44066.57,EUR,Validé,2,False
TR-0014157,2024-11-01,FRN-005,CAT-001,CC-013,ACH-027,CTR-018,8747.19,EUR,Validé,3,False
TR-0014158,2024-04-14,FRN-093,CAT-011,CC-017,ACH-031,,564.24,EUR,Validé,3,False
TR-0014159,2024-09-05,FRN-192,CAT-037,CC-005,ACH-006,CTR-070,943.7,EUR,Validé,8,False
TR-0014160,2024-11-16,FRN-105,CAT-015,CC-003,ACH-014,,1629.77,EUR,Validé,5,True
TR-0014161,2024-12-22,FRN-076,CAT-005,CC-005,ACH-012,,2492.77,EUR,Validé,5,False
TR-0014162,2024-05-21,FRN-134,CAT-016,CC-004,ACH-002,,1988.47,EUR,Validé,6,False
TR-0014163,2024-04-14,FRN-182,CAT-033,CC-008,ACH-005,CTR-069,16446.33,EUR,Validé,7,False
TR-0014164,2024-07-27,FRN-022,CAT-004,CC-004,ACH-011,,5757.15,EUR,Validé,6,False
TR-0014165,2024-11-27,FRN-034,CAT-002,CC-006,ACH-011,,45291.17,EUR,Validé,13,True
TR-0014166,2024-08-15,FRN-114,CAT-013,CC-005,ACH-007,,592.57,EUR,Validé,14,True
TR-0014167,2024-02-09,FRN-181,CAT-032,CC-007,ACH-002,CTR-067,7308.69,EUR,Validé,3,False
TR-0014168,2024-08-12,FRN-103,CAT-011,CC-016,ACH-032,CTR-034,414.86,EUR,Validé,4,False
TR-0014169,2024-01-11,FRN-073,CAT-005,CC-010,ACH-018,,9463.15,EUR,Validé,4,False
TR-0014170,2024-04-15,FRN-170,CAT-027,C-001,ACH-013,,1493.54,EUR,Validé,3,False
TR-0014171,2024-10-23,FRN-002,CAT-004,CC-002,ACH-003,CTR-002,33972.05,EUR,Validé,3,False
TR-0014172,2024-04-09,FRN-183,CAT-032,CC-008,ACH-011,CTR-067,26239.49,EUR,Validé,8,False
TR-0014173,2024-04-07,FRN-071,CAT-008,CC-004,ACH-016,CTR-020,5927.29,EUR,Validé,2,False
TR-0014174,2024-07-02,FRN-094,CAT-012,CC-008,ACH-007,CTR-035,592.34,EUR,Validé,7,False
TR-0014175,2024-10-26,FRN-063,CAT-008,CC-003,ACH-008,CTR-021,7916.03,EUR,Validé,4,False
TR-0014176,2024-03-17,FRN-068,CAT-007,C-001,ACH-002,CTR-023,14943.76,EUR,Validé,8,False
TR-0014177,2024-10-26,FRN-051,CAT-003,CC-006,ACH-013,,8126.22,EUR,Validé,9,True
TR-0014178,2024-06-09,FRN-034,CAT-001,CC-002,ACH-016,,12671.86,EUR,Validé,20,True
TR-0014179,2024-12-21,FRN-104,CAT-013,CC-003,ACH-014,,1078.12,EUR,Validé,1,True
TR-0014180,2024-08-06,FRN-043,CAT-002,CC-006,ACH-004,,57078.85,EUR,Validé,10,True
TR-0014181,2024-10-12,FRN-169,CAT-028,CC-004,ACH-012,,5017.65,EUR,Validé,4,False
TR-0014182,2024-03-21,FRN-075,CAT-007,CC-002,ACH-016,CTR-028,11281.82,EUR,Validé,4,False
TR-0014183,2024-11-19,FRN-099,CAT-015,CC-008,ACH-003,,389.24,EUR,Validé,9,True
TR-0014184,2024-06-24,FRN-112,CAT-011,CC-003,ACH-015,,265.2,EUR,Validé,25,True
TR-0014185,2024-03-21,FRN-094,CAT-011,CC-014,ACH-026,CTR-035,760.42,EUR,Rejeté,5,False
TR-0014186,2024-04-07,FRN-093,CAT-015,CC-008,ACH-013,,2500.0,EUR,Validé,1,False
TR-0014187,2024-03-27,FRN-007,CAT-003,CC-002,ACH-016,CTR-015,16969.1,EUR,Validé,3,False
TR-0014188,2024-12-24,FRN-159,CAT-024,CC-009,ACH-019,,1152.63,EUR,Validé,8,True
TR-0014189,2024-06-06,FRN-094,CAT-013,CC-008,ACH-015,CTR-035,929.14,EUR,Validé,3,False
TR-0014190,2024-03-27,FRN-064,CAT-006,CC-015,ACH-029,CTR-027,17584.96,EUR,Validé,4,False
TR-0014191,2024-02-10,FRN-012,CAT-002,CC-016,ACH-036,CTR-003,27972.19,EUR,Validé,4,False
TR-0014192,2024-07-09,FRN-146,CAT-025,CC-003,ACH-006,CTR-055,1568.76,EUR,Validé,5,False
TR-0014193,2024-05-28,FRN-171,CAT-030,CC-011,ACH-022,,7514.49,EUR,Validé,4,False
TR-0014194,2024-09-11,FRN-200,CAT-039,CC-008,ACH-013,,319.63,EUR,Validé,18,True
TR-0014195,2024-06-15,FRN-178,CAT-029,CC-014,ACH-026,,2387.24,EUR,Validé,11,True
TR-0014196,2024-11-04,FRN-116,CAT-020,CC-003,ACH-011,,8095.82,EUR,Validé,6,False
TR-0014197,2024-05-14,FRN-181,CAT-034,CC-002,ACH-015,CTR-069,7964.11,EUR,Validé,1,False
TR-0014198,2024-03-01,FRN-153,CAT-025,CC-003,ACH-011,,13022.49,EUR,Validé,14,True
TR-0014199,2024-06-07,FRN-093,CAT-012,CC-013,ACH-029,,875.17,EUR,Rejeté,9,False
TR-0014200,2024-10-06,FRN-166,CAT-027,CC-015,ACH-027,CTR-065,1596.03,EUR,Validé,8,False
TR-0014201,2024-10-14,FRN-167,CAT-031,C-001,ACH-016,CTR-064,825.14,EUR,Validé,4,False
TR-0014202,2024-07-28,FRN-124,CAT-020,CC-006,ACH-003,,2588.37,EUR,Validé,5,False
TR-0014203,2024-08-12,FRN-200,CAT-037,CC-010,ACH-017,,738.41,EUR,Validé,27,True
TR-0014204,2024-07-23,FRN-095,CAT-012,CC-005,ACH-003,CTR-040,295.88,EUR,Validé,6,False
TR-0014205,2024-04-24,FRN-192,CAT-037,CC-007,ACH-004,CTR-070,655.43,EUR,Validé,4,False
TR-0014206,2024-02-15,FRN-030,CAT-002,CC-010,ACH-024,CTR-007,9980.67,EUR,Rejeté,7,False
TR-0014207,2024-08-20,FRN-097,CAT-013,CC-011,ACH-020,,551.94,EUR,Validé,7,False
TR-0014208,2024-12-24,FRN-102,CAT-015,CC-006,ACH-001,,419.06,EUR,Validé,5,False
TR-0014209,2024-04-24,FRN-133,CAT-017,CC-008,ACH-011,,1338.42,EUR,Validé,5,False
TR-0014210,2024-11-14,FRN-197,CAT-037,CC-009,ACH-019,,443.16,EUR,Validé,19,True
TR-0014211,2024-07-09,FRN-040,CAT-002,CC-004,ACH-014,,12915.54,EUR,Validé,12,True
TR-0014212,2024-11-24,FRN-086,CAT-006,CC-008,ACH-011,,11128.16,EUR,Validé,3,True
TR-0014213,2024-11-05,FRN-118,CAT-018,CC-002,ACH-016,CTR-049,1489.09,EUR,Validé,7,False
TR-0014214,2024-10-11,FRN-166,CAT-029,CC-009,ACH-022,CTR-065,1899.09,EUR,Validé,3,False
TR-0014215,2024-10-12,FRN-102,CAT-010,CC-002,ACH-012,,842.84,EUR,Validé,2,False
TR-0014216,2024-09-21,FRN-113,CAT-011,CC-008,ACH-012,,660.01,EUR,Validé,6,True
TR-0014217,2024-12-16,FRN-112,CAT-013,C-001,ACH-012,,457.71,EUR,Validé,13,True
TR-0014218,2024-12-22,FRN-091,CAT-015,CC-012,ACH-021,,274.92,EUR,Validé,4,False
TR-0014219,2024-12-04,FRN-064,CAT-008,CC-016,ACH-032,,3257.74,EUR,En attente,6,False
TR-0014220,2024-08-01,FRN-037,CAT-002,CC-005,ACH-014,,64567.98,EUR,Validé,14,True
TR-0014221,2024-03-18,FRN-088,CAT-008,CC-005,ACH-005,,13418.59,EUR,Validé,5,True
TR-0014222,2024-08-27,FRN-091,CAT-013,CC-020,ACH-040,CTR-033,516.55,EUR,Validé,9,False
TR-0014223,2024-09-07,FRN-092,CAT-011,CC-011,ACH-020,CTR-039,626.82,EUR,Validé,5,False
TR-0014224,2024-04-10,FRN-145,CAT-022,CC-004,ACH-002,,1899.73,EUR,Validé,5,False
TR-0014225,2024-10-12,FRN-076,CAT-007,CC-005,ACH-016,,2391.93,EUR,Validé,5,False
TR-0014226,2024-10-25,FRN-140,CAT-017,CC-011,ACH-018,,6676.12,EUR,En attente,16,True
TR-0014227,2024-07-22,FRN-111,CAT-014,CC-004,ACH-008,,315.04,EUR,Validé,9,True
TR-0014228,2024-12-03,FRN-177,CAT-030,CC-019,ACH-038,,3120.12,EUR,Validé,16,True
TR-0014229,2024-10-22,FRN-191,CAT-037,CC-018,ACH-034,CTR-070,527.55,EUR,Validé,4,False
TR-0014230,2024-01-15,FRN-192,CAT-039,CC-003,ACH-012,CTR-070,1500.0,EUR,Validé,6,False
TR-0014231,2024-04-18,FRN-093,CAT-010,CC-006,ACH-004,,1237.92,EUR,Validé,3,False
TR-0014232,2024-01-28,FRN-043,CAT-002,CC-007,ACH-015,,84789.13,EUR,Validé,13,True
TR-0014233,2024-05-17,FRN-125,CAT-018,CC-003,ACH-003,,5519.63,EUR,Validé,3,False
TR-0014234,2024-08-15,FRN-102,CAT-012,CC-003,ACH-014,,808.3,EUR,Validé,8,False
TR-0014235,2024-09-11,FRN-194,CAT-038,CC-011,ACH-021,CTR-070,421.89,EUR,Validé,8,False
TR-0014236,2024-07-10,FRN-096,CAT-011,CC-007,ACH-014,CTR-037,250.8,EUR,Validé,4,False
TR-0014237,2024-11-17,FRN-169,CAT-029,CC-008,ACH-016,,793.1,EUR,Validé,2,False
TR-0014238,2024-12-05,FRN-114,CAT-015,CC-003,ACH-007,,426.63,EUR,En attente,13,True
TR-0014239,2024-02-16,FRN-091,CAT-015,CC-003,ACH-016,CTR-038,1655.09,EUR,Validé,8,False
TR-0014240,2024-05-10,FRN-194,CAT-037,CC-008,ACH-012,CTR-070,274.88,EUR,Validé,2,False
TR-0014241,2024-01-20,FRN-095,CAT-014,CC-018,ACH-033,CTR-040,404.52,EUR,En attente,2,False
TR-0014242,2024-08-06,FRN-093,CAT-013,CC-017,ACH-033,CTR-033,1899.16,EUR,Validé,5,False
TR-0014243,2024-04-21,FRN-157,CAT-024,CC-005,ACH-001,,10366.22,EUR,En attente,22,True
TR-0014244,2024-11-17,FRN-077,CAT-009,CC-004,ACH-015,CTR-022,4609.53,EUR,Validé,4,False
TR-0014245,2024-06-25,FRN-163,CAT-031,CC-016,ACH-036,CTR-061,758.02,EUR,Validé,4,False
TR-0014246,2024-09-24,FRN-097,CAT-015,CC-014,ACH-028,CTR-033,1380.71,EUR,Validé,1,False
TR-0014247,2024-05-18,FRN-115,CAT-015,CC-016,ACH-033,,795.92,EUR,Validé,8,True
TR-0014248,2024-09-07,FRN-055,CAT-004,CC-013,ACH-030,,60413.35,EUR,Validé,6,True
TR-0014249,2024-01-14,FRN-118,CAT-020,CC-012,ACH-023,CTR-049,8958.96,EUR,Validé,6,False
TR-0014250,2024-06-28,FRN-094,CAT-015,CC-010,ACH-021,CTR-035,492.65,EUR,Validé,3,False
TR-0014251,2024-05-28,FRN-131,CAT-021,CC-011,ACH-023,,6106.98,EUR,Validé,5,False
TR-0014252,2024-02-12,FRN-154,CAT-025,CC-016,ACH-031,,6963.85,EUR,En attente,11,True
TR-0014253,2024-11-17,FRN-098,CAT-010,C-001,ACH-005,CTR-034,564.01,EUR,Validé,4,False
TR-0014254,2024-05-21,FRN-015,CAT-004,CC-004,ACH-008,CTR-012,10487.54,EUR,Validé,4,False
TR-0014255,2024-11-22,FRN-167,CAT-031,C-001,ACH-013,CTR-064,5272.12,EUR,Validé,4,False
TR-0014256,2024-10-15,FRN-131,CAT-016,C-001,ACH-002,,3449.37,EUR,Validé,7,False
TR-0014257,2024-03-11,FRN-109,CAT-010,CC-003,ACH-012,,1456.33,EUR,Validé,13,True
TR-0014258,2024-08-03,FRN-113,CAT-013,CC-002,ACH-013,,1999.09,EUR,Validé,12,True
TR-0014259,2024-09-15,FRN-113,CAT-014,CC-006,ACH-003,,1232.61,EUR,Validé,12,True
TR-0014260,2024-05-04,FRN-127,CAT-017,CC-002,ACH-015,CTR-053,6188.12,EUR,Validé,3,False
TR-0014261,2024-06-12,FRN-009,CAT-001,C-001,ACH-013,CTR-008,31902.64,EUR,Validé,4,False
TR-0014262,2024-05-04,FRN-151,CAT-024,CC-006,ACH-013,CTR-055,12372.84,EUR,Validé,4,False
TR-0014263,2024-11-17,FRN-186,CAT-033,CC-009,ACH-021,CTR-067,16675.23,EUR,Validé,4,False
TR-0014264,2024-02-03,FRN-051,CAT-001,CC-002,ACH-001,,83775.86,EUR,Validé,7,True
TR-0014265,2024-07-02,FRN-098,CAT-014,CC-007,ACH-012,CTR-034,885.08,EUR,Validé,7,False
TR-0014266,2024-03-09,FRN-039,CAT-001,CC-018,ACH-036,,28160.84,EUR,Validé,15,True
TR-0014267,2024-03-21,FRN-168,CAT-028,CC-008,ACH-001,CTR-064,1823.72,EUR,Rejeté,3,False
TR-0014268,2024-12-11,FRN-015,CAT-001,CC-003,ACH-016,CTR-012,14672.62,EUR,Validé,5,False
TR-0014269,2024-08-19,FRN-184,CAT-035,CC-008,ACH-003,CTR-066,9909.55,EUR,Validé,5,False
TR-0014270,2024-11-05,FRN-071,CAT-006,CC-013,ACH-027,CTR-020,3402.7,EUR,Validé,4,False
TR-0014271,2024-02-02,FRN-125,CAT-021,CC-008,ACH-001,CTR-051,15000.0,EUR,Validé,2,False
TR-0014272,2024-11-17,FRN-126,CAT-019,CC-009,ACH-018,CTR-050,3274.01,EUR,Validé,5,False
TR-0014273,2024-03-25,FRN-076,CAT-008,CC-020,ACH-040,,8857.71,EUR,Validé,1,False
TR-0014274,2024-03-05,FRN-169,CAT-028,CC-003,ACH-008,,1815.28,EUR,Validé,1,False
TR-0014275,2024-10-20,FRN-183,CAT-032,CC-020,ACH-040,CTR-067,10821.4,EUR,Validé,7,False
TR-0014276,2024-03-18,FRN-075,CAT-009,CC-015,ACH-028,CTR-028,4227.92,EUR,Validé,4,False
TR-0014277,2024-07-19,FRN-101,CAT-011,CC-017,ACH-032,,800.35,EUR,Validé,5,False
TR-0014278,2024-11-10,FRN-110,CAT-014,CC-007,ACH-011,,600.49,EUR,Validé,6,True
TR-0014279,2024-11-19,FRN-030,CAT-001,CC-020,ACH-037,,33995.65,EUR,Validé,7,False
TR-0014280,2024-06-13,FRN-148,CAT-023,CC-002,ACH-008,CTR-056,20000.0,EUR,En attente,5,False
TR-0014281,2024-10-25,FRN-195,CAT-037,CC-004,ACH-004,,227.4,EUR,Validé,14,True
TR-0014282,2024-11-26,FRN-115,CAT-013,CC-008,ACH-003,,714.69,EUR,Validé,17,True
TR-0014283,2024-09-16,FRN-164,CAT-027,CC-005,ACH-004,,984.3,EUR,Validé,4,False
TR-0014284,2024-05-25,FRN-120,CAT-020,CC-010,ACH-021,CTR-046,3008.75,EUR,Validé,3,False
TR-0014285,2024-02-05,FRN-096,CAT-013,CC-005,ACH-004,CTR-037,966.69,EUR,Validé,2,False
TR-0014286,2024-04-03,FRN-105,CAT-013,CC-012,ACH-017,,123.42,EUR,Validé,11,True
TR-0014287,2024-04-20,FRN-199,CAT-036,CC-002,ACH-004,,786.97,EUR,Validé,11,True
TR-0014288,2024-10-23,FRN-162,CAT-029,CC-010,ACH-021,CTR-063,2666.34,EUR,Validé,5,False
TR-0014289,2024-03-28,FRN-022,CAT-001,CC-009,ACH-020,,42751.24,EUR,Validé,1,False
TR-0014290,2024-10-11,FRN-094,CAT-015,C-001,ACH-015,CTR-035,453.71,EUR,Rejeté,4,False
TR-0014291,2024-03-25,FRN-163,CAT-027,CC-010,ACH-019,CTR-061,583.88,EUR,Validé,3,False
TR-0014292,2024-11-25,FRN-048,CAT-001,CC-003,ACH-006,,38815.97,EUR,Validé,16,True
TR-0014293,2024-06-21,FRN-131,CAT-019,CC-012,ACH-022,,1020.76,EUR,Validé,4,False
TR-0014294,2024-09-08,FRN-104,CAT-011,CC-005,ACH-006,,344.05,EUR,Validé,24,True
TR-0014295,2024-05-23,FRN-100,CAT-011,CC-008,ACH-014,,659.66,EUR,Validé,11,True
TR-0014296,2024-07-02,FRN-040,CAT-002,CC-006,ACH-016,,9044.86,EUR,En attente,14,True
TR-0014297,2024-01-09,FRN-080,CAT-006,CC-020,ACH-040,,7175.48,EUR,Validé,8,True
TR-0014298,2024-10-01,FRN-091,CAT-013,CC-007,ACH-011,CTR-034,322.01,EUR,Validé,4,False
TR-0014299,2024-12-05,FRN-106,CAT-014,CC-010,ACH-020,,1318.17,EUR,Validé,8,True
TR-0014300,2024-06-07,FRN-123,CAT-021,CC-007,ACH-003,CTR-054,5919.28,EUR,Validé,2,False
TR-0014301,2024-11-23,FRN-103,CAT-011,CC-005,ACH-005,,617.06,EUR,Validé,4,False
TR-0014302,2024-04-01,FRN-194,CAT-036,CC-009,ACH-020,,386.52,EUR,Validé,2,False
TR-0014303,2024-12-04,FRN-095,CAT-013,CC-012,ACH-023,CTR-040,1853.86,EUR,Validé,4,False
TR-0014304,2024-02-18,FRN-199,CAT-036,CC-013,ACH-026,,308.16,EUR,Validé,15,True
TR-0014305,2024-01-04,FRN-101,CAT-015,CC-012,ACH-019,,786.31,EUR,Validé,6,False
TR-0014306,2024-06-04,FRN-079,CAT-009,CC-009,ACH-024,CTR-030,19672.27,EUR,Validé,5,False
TR-0014307,2024-06-03,FRN-029,CAT-002,CC-005,ACH-011,,45256.1,EUR,Validé,4,False
TR-0014308,2024-06-24,FRN-078,CAT-009,CC-013,ACH-029,CTR-026,2287.2,EUR,Validé,3,False
TR-0014309,2024-09-28,FRN-025,CAT-002,CC-003,ACH-003,,46656.59,EUR,Validé,6,False
TR-0014310,2024-09-26,FRN-080,CAT-006,CC-008,ACH-013,,3454.87,EUR,Validé,21,True
TR-0014311,2024-06-04,FRN-041,CAT-003,CC-018,ACH-033,,6447.73,EUR,Validé,14,True
TR-0014312,2024-12-03,FRN-161,CAT-027,CC-006,ACH-006,,1375.09,EUR,Validé,5,False
TR-0014313,2024-04-09,FRN-129,CAT-020,CC-014,ACH-030,CTR-042,4343.09,EUR,Validé,5,False
TR-0014314,2024-04-06,FRN-105,CAT-011,CC-017,ACH-035,,1081.37,EUR,Validé,18,True
TR-0014315,2024-11-10,FRN-191,CAT-036,CC-003,ACH-012,CTR-070,426.72,EUR,Validé,5,False
TR-0014316,2024-03-02,FRN-084,CAT-005,C-001,ACH-001,,7702.34,EUR,En attente,12,True
TR-0014317,2024-07-20,FRN-078,CAT-009,CC-008,ACH-014,CTR-027,4918.9,EUR,Validé,3,False
TR-0014318,2024-11-24,FRN-163,CAT-029,CC-006,ACH-006,CTR-061,1883.79,EUR,Validé,4,False
TR-0014319,2024-11-09,FRN-071,CAT-008,CC-008,ACH-007,CTR-020,4074.96,EUR,Validé,3,False
TR-0014320,2024-04-11,FRN-123,CAT-021,CC-004,ACH-008,CTR-054,2203.53,EUR,Validé,3,False
TR-0014321,2024-12-22,FRN-095,CAT-010,CC-003,ACH-005,CTR-040,2283.4,EUR,Validé,3,False
TR-0014322,2024-03-04,FRN-111,CAT-011,C-001,ACH-006,,788.02,EUR,Validé,10,True
TR-0014323,2024-09-10,FRN-104,CAT-015,CC-014,ACH-030,,255.99,EUR,Validé,11,True
TR-0014324,2024-04-13,FRN-104,CAT-011,CC-011,ACH-020,,2684.03,EUR,Validé,1,True
TR-0014325,2024-02-13,FRN-105,CAT-012,CC-019,ACH-040,,627.09,EUR,Validé,9,True
TR-0014326,2024-01-18,FRN-115,CAT-014,CC-008,ACH-007,,1163.94,EUR,Validé,8,True
TR-0014327,2024-10-19,FRN-048,CAT-003,CC-005,ACH-014,,37231.92,EUR,Validé,8,True
TR-0014328,2024-09-06,FRN-093,CAT-013,CC-004,ACH-012,CTR-039,1123.68,EUR,Validé,3,False
TR-0014329,2024-07-11,FRN-096,CAT-010,CC-006,ACH-011,CTR-038,362.03,EUR,Validé,4,False
TR-0014330,2024-12-03,FRN-087,CAT-006,CC-008,ACH-006,,4023.79,EUR,Validé,16,True
TR-0014331,2024-03-15,FRN-093,CAT-015,CC-015,ACH-025,,1544.45,EUR,Validé,7,False
TR-0014332,2024-06-04,FRN-125,CAT-017,CC-016,ACH-035,CTR-053,15000.0,EUR,Validé,5,False
TR-0014333,2024-10-22,FRN-096,CAT-013,CC-010,ACH-023,CTR-038,160.05,EUR,Validé,3,False
TR-0014334,2024-04-05,FRN-112,CAT-010,CC-003,ACH-002,,214.14,EUR,Validé,12,True
TR-0014335,2024-09-08,FRN-192,CAT-036,CC-018,ACH-035,CTR-070,152.61,EUR,En attente,2,False
TR-0014336,2024-03-09,FRN-053,CAT-003,CC-013,ACH-025,,50118.18,EUR,Validé,9,True
TR-0014337,2024-08-15,FRN-193,CAT-037,CC-004,ACH-003,CTR-070,169.99,EUR,Validé,1,False
TR-0014338,2024-01-04,FRN-093,CAT-011,CC-010,ACH-021,,321.79,EUR,Validé,4,False
TR-0014339,2024-03-21,FRN-163,CAT-027,C-001,ACH-015,CTR-061,2975.4,EUR,Rejeté,4,False
TR-0014340,2024-05-17,FRN-191,CAT-039,CC-007,ACH-013,,554.13,EUR,Validé,6,False
TR-0014341,2024-02-16,FRN-182,CAT-035,CC-006,ACH-013,CTR-069,22877.26,EUR,En attente,7,False
TR-0014342,2024-11-22,FRN-098,CAT-011,CC-009,ACH-020,CTR-034,271.91,EUR,Validé,3,False
